chan_name,x,y,z,dist
5-8,78.4501,41.6503,0.0074,88.82097545118496
5-9,78.4501,41.6503,0.0074,88.82097545118496
5-10,78.4497,44.35,0.0076,90.11813319243804
5-11,78.4497,44.35,0.0076,90.11813319243804
5-12,79.8923,48.7445,0.0077,93.58849223884313
5-13,79.8923,48.7445,0.0077,93.58849223884313
5-14,83.77350000000001,47.9199,0.008,96.51070468222684
5-15,83.77350000000001,47.9199,0.008,96.51070468222684
5-16,86.21560000000001,44.7923,0.008,97.15698545472684
5-17,86.21560000000001,44.7923,0.008,97.15698545472684
5-18,86.0784,40.827799999999996,0.0074,95.27014327374552
5-19,86.0784,40.827799999999996,0.0074,95.27014327374552
5-20,83.4229,37.8792,0.0074,91.61994344600961
5-21,83.4229,37.8792,0.0074,91.61994344600961
5-22,79.4941,37.3272,0.007200000000000001,87.82159070894811
5-23,79.4941,37.3272,0.007200000000000001,87.82159070894811
5-24,76.12960000000001,39.4294,0.0064,85.73443637488965
5-25,76.12960000000001,39.4294,0.0064,85.73443637488965
5-26,74.9037,43.2024,0.007500000000000001,86.46971515767818
5-27,74.9037,43.2024,0.007500000000000001,86.46971515767818
5-28,76.38940000000001,46.8807,0.007500000000000001,89.62778846345591
5-29,76.38940000000001,46.8807,0.007500000000000001,89.62778846345591
5-30,77.1122,52.2114,0.0083,93.12530095951368
5-31,77.1122,52.2114,0.0083,93.12530095951368
5-32,82.0445,53.238,0.0083,97.80380679835524
5-33,82.0445,53.238,0.0083,97.80380679835524
5-34,90.0931,46.8848,0.0082,101.56254791334256
5-35,90.0931,46.8848,0.0082,101.56254791334256
5-36,90.7827,42.6466,0.0078000000000000005,100.3007034414515
5-37,90.7827,42.6466,0.0078000000000000005,100.3007034414515
5-38,88.9334,38.8103,0.0068000000000000005,97.0329275125202
5-39,88.9334,38.8103,0.0068000000000000005,97.0329275125202
5-40,84.63470000000001,34.924499999999995,0.007,91.55737624211389
5-41,84.63470000000001,34.924499999999995,0.007,91.55737624211389
5-42,80.2119,33.0995,0.0063,86.77284023160703
5-43,80.2119,33.0995,0.0063,86.77284023160703
5-44,75.9441,34.1035,0.0058000000000000005,83.24995517752548
5-45,75.9441,34.1035,0.0058000000000000005,83.24995517752548
5-46,73.4475,37.1576,0.0063,82.31173970953354
5-47,73.4475,37.1576,0.0063,82.31173970953354
5-48,71.7487,41.700199999999995,0.0073,82.98664128478751
5-49,71.7487,41.700199999999995,0.0073,82.98664128478751
5-50,72.12710000000001,46.3502,0.0074,85.73598774406231
5-51,72.12710000000001,46.3502,0.0074,85.73598774406231
5-52,71.97850000000001,54.393499999999996,0.0086,90.2194951465591
5-53,71.97850000000001,54.393499999999996,0.0086,90.2194951465591
5-54,75.0473,56.6645,0.0081,94.03702886384704
5-55,75.0473,56.6645,0.0081,94.03702886384704
5-56,78.16090000000001,56.9293,0.008400000000000001,96.69576768039023
5-57,78.16090000000001,56.9293,0.008400000000000001,96.69576768039023
5-58,85.9419,55.108,0.0088,102.09261403064376
5-59,85.9419,55.108,0.0088,102.09261403064376
5-60,88.8722,55.729,0.0094,104.89990168651256
5-61,88.8722,55.729,0.0094,104.89990168651256
5-62,92.5009,49.1751,0.0081,104.75975830833136
5-63,92.5009,49.1751,0.0081,104.75975830833136
5-64,93.75450000000001,44.2562,0.0083,103.67505731220987
5-65,93.75450000000001,44.2562,0.0083,103.67505731220987
5-66,95.32440000000001,39.1791,0.0076,103.06184120308545
5-67,95.32440000000001,39.1791,0.0076,103.06184120308545
5-68,92.78460000000001,36.9832,0.0077,99.88362768442084
5-69,92.78460000000001,36.9832,0.0077,99.88362768442084
5-70,89.59750000000001,33.4588,0.0067,95.6410126655401
5-71,89.59750000000001,33.4588,0.0067,95.6410126655401
5-72,83.46640000000001,30.0728,0.006500000000000001,88.71873099182608
5-73,83.46640000000001,30.0728,0.006500000000000001,88.71873099182608
5-74,80.80170000000001,29.249,0.0061,85.93264061979012
5-75,80.80170000000001,29.249,0.0061,85.93264061979012
5-76,75.6794,30.720499999999998,0.0057,81.67692883923831
5-77,75.6794,30.720499999999998,0.0057,81.67692883923831
5-78,71.53460000000001,30.9934,0.0063,77.96018112292968
5-79,71.53460000000001,30.9934,0.0063,77.96018112292968
5-80,67.2167,38.7385,0.005900000000000001,77.58064282499856
5-81,67.2167,38.7385,0.005900000000000001,77.58064282499856
5-82,66.78750000000001,42.6992,0.0069,79.27037174688914
5-83,66.78750000000001,42.6992,0.0069,79.27037174688914
5-84,67.1713,48.1707,0.0077,82.65833220057128
5-85,67.1713,48.1707,0.0077,82.65833220057128
